"code" "aCy?" "Al" "BB.Car" "Bca" "bCy?" "BE.Car" "Ca" "Ca.allo" "Ca.epi" "Ca.iso1" "Ca.iso2" "Ca.iso3" "Ca.iso4" "Ca.iso5" "Ca.iso7" "Car1" "Car2" "Cb" "Cc2" "Cda" "Ct" "Ct.iso" "Ec" "F" "F.iso1" "L" "L.iso1" "L.iso2" "My.iso1" "My.iso2" "My.iso3" "My.iso4" "O" "Pda.1" "Pha" "Pya" "Z"
"11" "C_P3_R1" 15.8275351484933 32.0708374460066 49.1925386590635 76.2330156088688 16.1792581517931 4.6495112296806 24.9694754319787 0.979094602239362 1.15338369373747 13.0973126111077 19.5972704940371 2.81425621271942 1.92743230597906 4.69042702119904 0.10764914474883 3.50500955694061 2.92084129745051 0.0824522060090655 0.932544532066903 0.456227327745043 7.53577054742231 8.11993880691241 18.9121747221002 16.1292078850568 0.843357275035652 17.232963654958 9.11302484804558 6.71793498413617 167.305789517965 9.87244358538271 33.3560076168848 43.2284512022675 8.29518928475944 12.1747521891044 35.3267399585487 43.90894232136 63.323839328727
"12" "C_P3_R3" 14.2078518306409 25.1767652010868 58.7099036797559 59.0484255400035 14.650119591906 3.74886500121589 35.9771476285114 1.49381061773851 1.17474427220213 2.05459389171155 3.81429313073038 0.575286289679233 0.430256132617242 2.209292725911 0.0725150785309958 3.63603173582435 3.47075756601415 0.129597553404508 7.37392131596268 0.435090471185975 6.88642374209156 6.72114957228137 19.9135120252324 53.9246162314352 1.96848709694398 11.3488263269669 9.20026211943433 6.72114957228137 158.553020237916 20.2736314967176 31.7326406035579 23.6342062828582 8.04334293076295 9.41122319032082 38.397790616509 30.8688120642523 56.3584919052774
"13" "C_P3_R4" 14.8178726839538 56.9005574743298 52.3458699801024 83.8409636752162 11.8654394048201 3.74380899986557 31.8096704779479 1.68060280473078 1.56856261774873 40.2419123764667 34.7032300895713 6.37654803302202 4.20881398054318 4.88592641491297 0.136396749369455 4.05242994695227 3.33076433996077 0.256824520586767 2.72672235585969 0.46277468536065 6.77255415792023 8.16037263290388 27.7431692265408 32.317716848105 1.64293414850875 21.8720191657424 15.0439522688228 7.27216880891435 125.62532835552 13.8226720108372 42.2451943785024 42.3007071175018 8.27139811090258 18.776739866486 41.1570964750248 38.3121358891936 62.063242201269
"14" "C_P3_R5" 18.6604556192865 21.7148859995666 29.8126331521943 70.7656593323914 13.0623189335006 2.5512033259824 16.0441708793422 0.773783831779299 0.979073419802378 0.310566299829787 1.69495506008799 0.178970410071403 0.231608765974756 2.28976848179588 0.0842213694453659 2.69936428171407 2.63937840878709 0.0940742570856418 0.957592215779444 0.378996162504146 4.19901110488856 8.1580787180692 17.6289678096894 17.2335877216635 0.86600943324942 12.5370474417387 10.4975277622214 4.0790393590346 96.277326047802 8.57797982855806 23.394490441522 18.5956206073636 7.49823411587243 7.99292852192826 23.1589980250742 0 45.1693623140155
"15" "C_P3_R6" 8.16433927237484 40.5126854799816 37.2432314437354 70.976010263772 9.89786336445444 2.94560103236816 26.1664559962382 1.36920345336324 1.44744365069828 1.04646263935619 2.29830579671687 0.32274081400705 0.185820468670726 1.67238421803653 0.0880202220019227 2.78629198624357 2.84201782596844 0.20537439541115 2.46347065816345 0.396090999008652 3.45500206294203 11.2008937846992 26.5360052883346 37.6710779051086 2.01126950908215 21.5658999735253 14.6001700079163 6.79855244643432 74.6168993916029 12.9841206558951 36.5561508595157 14.9345250462656 7.41153668340791 8.37725310315391 34.841757224481 35.7937178043849 52.2708376619294
"16" "C_P4_R1" 36.3096349340439 46.5730317405068 24.6810698907897 141.781816573924 6.42882793593483 1.13710776815216 33.2548077255027 4.2237016776851 9.22645102273983 34.231775611069 54.872327727892 8.52951919057943 4.55427055275816 12.4879235545116 0.330568875073061 5.44671726176973 3.74311847064352 0.120415049069621 3.32947447332545 0.189498081252073 7.89414087719049 22.6746599663982 19.7218185336204 47.4313366590707 1.74933905516383 12.6930107113488 17.0599822604329 8.01411262304445 156.251201800196 16.1721913411137 34.2879249650614 40.5744444478089 11.6852480461756 29.4303727115102 57.7130428660256 55.8275315223912 60.3217938153705
"17" "C_P4_R3" 31.8806631249227 30.6395055036453 24.7004677989826 86.9556266568047 2.28856195965425 1.36153798111465 59.4375487845258 7.075774362696 7.06533298390206 2.43632171858692 5.04840664687189 0.845751682309458 0.525549399295178 3.4630572999914 0.576016063465907 4.42240111800187 1.42786045065531 0.138399682316295 15.7559944927964 0.288878146632449 3.58948252178627 13.8819766035933 14.9599726832465 108.287203728913 2.61252094395223 7.17896504357255 12.493778943234 3.78779647326618 90.5104874554285 29.092656682102 27.6053020460027 18.1655579555593 10.0346859448832 7.79190138592068 61.3866317882098 68.1621982107496 35.438703129459
"18" "C_P4_R4" 32.249021304883 65.5463163935175 24.1990178201114 134.242594641829 3.67565329809705 1.19472401628817 42.429464842989 5.85496502617858 10.7541209683378 75.9030831535916 72.7802095799639 14.3523615377345 8.35360222457955 10.5798761264724 0.334956103780225 5.35937528158761 2.6218526557407 0.465598859637144 4.49791501496975 0.260521414051286 5.08947868467312 18.5264735453442 24.7529933139096 73.7545616922779 2.56749370419345 14.5936945617332 17.1384339040697 5.66782853520416 98.6279278438928 48.7163357430643 35.1829492406381 35.7805774195201 10.2753490111014 43.4057361943704 69.15936722927 78.709946513312 49.0247889966809
"19" "C_P4_R5" 35.4098987290978 29.937953995179 24.6891808265963 138.447354946834 4.61984349934685 1.26113693809726 43.6751294686384 5.58578354750484 7.02192772882402 2.10867999305889 6.70667656707103 0.833664183302353 0.597809610435301 7.16904493764209 0.425005269918847 5.05618778585245 3.35305084746005 0.135635936201388 10.8491558886813 0.16112837156264 5.50858353511294 19.3731826742136 17.3979957291505 86.0291865927975 2.45880001872906 7.53105864945392 13.4920379338273 4.97635324186531 115.360916061423 22.8592910949856 26.6913492063685 24.9349892386513 13.5718724778145 12.8197939798931 50.4608911974516 70.1906450530318 47.4483306430259
"20" "C_P4_R6" 43.6147998742986 57.028543865776 35.204434661684 122.272826220297 5.47974461183627 1.98165687647859 64.1780991531531 8.92235812072114 11.8560034517869 4.23459669739207 8.89633909339461 1.32697039365282 0.748047035637617 5.212478474414 0.258022020988048 6.1031413929145 3.03921615922463 0.313879759556213 12.8346821290316 0.362098130294151 7.93161290334232 20.6320771784761 29.0465375996244 116.344940170792 4.76224115063643 15.7643895088237 22.6335122101606 8.20341272245997 125.398552911097 35.1363038895725 57.0038347913107 34.9633403683159 11.588555924198 14.942459369701 81.1282681032921 109.578035377808 59.079397046391
"21" "C_P5_R1" 39.4587110085495 41.1538031506027 25.3178917584571 106.756155852073 1.60286281277262 1.25590443897645 55.5216431417932 4.99233069830053 6.09303449387959 43.3025942650279 69.5751983445236 11.4852463463793 5.45404914438613 13.6536740485313 0.152531986653278 9.1139701041289 2.91271209513398 0.151036371974715 16.7298535482702 0.346288834564199 0.310062900449746 11.4159522438316 16.3167792672206 100.361665062104 2.86553833341705 16.8655426153726 10.9461599704229 11.8387652898994 159.024684548847 21.1406523033918 34.1538982768129 40.5430731951713 12.2615783359672 46.0659578094768 89.2427614706241 76.4020763669372 55.0596544435004
"22" "C_P5_R3" 49.3000651327033 31.5312357516286 31.8055124943534 78.8182331324613 2.84102070256256 1.5514884143587 98.9119998552422 7.57976221495971 8.41275664860888 7.43849415311277 14.1121922472611 2.1531201150464 1.37858143112699 6.92213503049983 0.501745185180495 8.99306371789408 2.55358599396992 0.370001427963987 44.445574400513 0.63814193454995 0.294217516696535 6.4949904629235 15.9654087058395 228.868741200188 4.9889097924229 7.27216880891435 8.21588537190323 9.04857645689343 152.215930336207 44.2991657214782 48.6846721024266 23.9815032477175 12.7124172308503 34.7085191471407 91.4180668247095 146.42063815078 41.856605205507
"23" "C_P5_R4" 46.8505548815535 57.8112005425546 38.2556237424792 110.97776437495 2.71374798767468 1.70507237101812 98.0795961431412 8.96395122020401 7.76398172619069 61.5790315341987 60.979046787192 12.1608848721649 6.80579713022482 10.5221205631765 0.232829901823481 11.1234260532011 2.80636895837644 4.69323076658573 24.3109581432545 0.658192222462532 0.250021961746264 9.03140555695689 26.4625878834581 155.781094780084 4.34618020665561 16.0218155078218 13.1133967691408 13.4195461100546 171.086456680658 64.1382869214396 48.6267203151408 47.1469985007241 11.3785505039626 53.1709300350164 108.085169251509 124.123613721088 60.2093703797126
"24" "C_P5_R5" 56.027670717957 27.6169106675528 31.0764053277721 135.344067306727 2.13178454439056 1.45618938703086 74.0839529123269 5.81238058851471 7.94900404498352 3.0830472694013 10.3915422692689 1.07070168735797 1.18541972528918 10.6592176911084 0.970323404168163 9.75034913114782 2.94144610660325 0.790188459610541 26.2205305116759 0.320254522557965 0.343168712437046 11.1666009602531 20.3741916899975 155.195064614368 4.42347219891472 6.86337424874093 8.55198219882798 9.1511656649879 119.346452214217 26.8543135288038 18.4657450025649 20.9714213155973 13.1275650313219 40.9432351476847 83.7475264384459 122.085282985823 43.9038067022634
"25" "C_P5_R6" 50.5055560358625 46.0618014495218 57.1063227798156 121.30287724743 2.98928644381872 2.10704502215024 136.034504250628 14.3771230149874 19.4256975553927 3.53478248346772 6.99933750037648 1.06511657614425 0.608638043510998 4.69353568169058 0.253599184796249 14.5832730457945 3.60135706313829 1.0459098107837 38.3271518401402 0.788108235828343 0.28899778901727 10.9819159826563 31.8626799507799 268.274338485868 8.39259953511838 10.18161441307 15.027885028898 16.4061821765189 207.189184126227 57.3104846220401 78.6073986126974 20.9412244041745 12.1823683370357 35.0901708275677 139.904966806017 171.653216602388 73.4943608070073
"26" "C_P6_R1" 25.2553849040906 32.3703076112164 13.1791226002309 46.1621577966256 2.59530474705019 0.827919240270917 43.5939166179152 4.1412268529222 2.63798834885615 22.3899566149447 35.8166096171709 6.81093939098754 2.55257707021604 5.8689750036994 0.204987068736278 2.780954262132 1.390477131066 0.152645394160036 0.478090543333445 0.209867713229999 2.47504929329748 6.31276617503963 7.95429198895609 122.522666221528 2.47915938041431 9.20495860765691 8.78781546833711 2.83657334737464 67.3825217714583 28.504781186853 21.0796333069605 24.3055402510336 4.00457413747007 19.5728201530193 60.7137479503852 31.1644903407298 25.6960173820996
"27" "C_P6_R3" 25.7657250714205 27.974661780634 15.8757738399705 27.1529296096189 2.36716908783368 0.69824005314685 49.5686185829599 5.07416204789695 3.64639050931507 2.32211913802815 4.57258431408287 1.02969397206277 0.448500724944866 2.65915814434767 0.695308816186716 3.41744516887746 0.877043450419878 0.29880335906827 0.371373904196515 0.371539062084505 2.54040171845758 7.16756199136245 11.026746531943 123.594250243194 2.54327124495843 4.5666745177035 7.19780486896314 2.38918733045415 67.7138029479347 25.5854744501799 31.8759929911225 22.591429567712 5.83687537693229 8.67950058727338 44.5341042037479 79.045451776954 24.5572166117566
"28" "C_P6_R4" 26.1272860403874 63.7403186792112 20.9378743161107 72.0573554036398 2.36624477346905 0.925266006841672 50.0852976687898 6.85851948109003 7.38012907078952 62.2439740964544 58.3448346428743 12.2319604196059 6.23776096111708 7.35210872092963 0.704819569552621 4.27391732184306 1.67026653957085 1.84130858927897 0.274477362695495 0.415994424842984 3.14403113330984 15.3762772613434 16.9850112867317 88.6346734305373 3.35106086784788 11.0777971962714 13.8042616946885 4.47041926767493 66.4422204343993 69.9792554593729 32.2263191164258 50.5992510517052 5.33011528068934 42.7995677980123 93.9912077132819 87.8649950676841 38.7845715585643
"29" "C_P6_R5" 24.9011869857587 27.5442823686243 14.7186364779403 56.5618569486794 2.92588947082664 0.71614364425318 38.4413639107653 4.16722567070606 3.16284534902707 2.36260736915275 4.76876510455716 0.881894916596187 0.44911315197028 3.62828988834172 0.568876659162355 3.16387027207171 1.55091680003515 0.712652700097705 0.316143938957033 0.21230803547686 3.28794361607452 13.4929761603058 12.4794302041441 104.630408519342 2.91075392842166 6.35875888014412 10.7323442562433 3.69118198408366 70.8458794256057 20.3480284164612 18.8281299524267 23.4188436805308 5.52126380812514 9.96181996585712 37.1978596597431 44.9341666545044 32.7243444807417
"30" "C_P6_R6" 32.3793812275108 39.1209562454969 29.641611635565 65.317481441687 3.80933896794245 1.19591516685277 63.155728829407 7.33156707499026 6.43709738557201 1.98942396439576 3.4267442239437 0.90680720237574 0.289931554501087 2.29169303185434 0.508922409496589 5.48326071365455 1.8980517854958 0.297666438642897 0.431621002455998 0.385547279921658 4.11244553524091 15.6765017839098 23.4768336448648 110.356336954024 2.76556862351734 8.57638214186993 16.6958258909353 4.78027857087832 62.6708580285004 26.256383032692 41.4759464237972 20.9137187475927 8.54123303473112 10.3277350467729 72.5343252122189 103.757710237346 41.1244553524091
"31" "C_P7_R1" 30.1700780187577 34.1038693932923 17.5579569859883 67.772525505623 3.96263711291146 0.790653342536741 39.1053681666899 4.92213374366754 4.57167782111841 18.0110717948283 31.1551377439181 5.44584877399377 2.03579451638089 5.97350151131492 0.173259107777097 7.94261168764833 2.46804317977773 0.200565734503762 11.902332731714 0.255950954670712 0.327576640225044 8.12210573708672 12.5529662592497 98.1306475862513 2.93144862404877 8.70546139776145 11.2632516022584 6.73102685393927 85.4391675326691 18.8020016786704 32.6679169977852 25.6676490696884 9.10932300899781 42.7746639673089 97.2012077249957 62.0922541460935 41.5528724449851
"32" "C_P7_R3" 35.0965786384183 39.3148630034571 24.8338987659593 28.0080173108973 5.75076469256011 0.819262639701751 78.7863102218656 9.73966964492393 8.33825172714634 3.67178889802941 7.40643823036546 1.01316229411889 0.672976414341744 3.88625390919326 1.06492971060672 6.57354622565842 1.22200538810317 1.27542300477271 38.4460926538883 0.928115824174603 0.160124843958346 5.30940272072411 12.6486677599786 223.870351487548 6.09864204799638 4.46664038410124 8.04838031474845 5.47795518804869 124.855240170679 46.1412379301024 51.1556738330085 18.751461989859 7.58486102960587 25.0505179711477 81.3421991591865 182.552050502387 33.5419409975904
"33" "C_P7_R4" 41.829493921559 66.8695529792505 31.843642753533 80.9490532491861 6.66931791196886 1.20432019312583 73.3562631494625 9.25969986055702 8.52813241301025 46.8714752057588 45.6897124058755 9.18296201640876 4.78332561857503 7.50496115770008 0.163707400849627 10.2024165399903 2.97327567736859 3.52461105131591 11.7407846338754 1.17153108733014 0.244857996959767 11.7765036633031 26.7537182162638 113.582527992435 3.8716534180452 9.21132464753408 17.0234607410123 9.67772083221935 117.415239494517 61.331098286113 37.1950957286503 42.8501494679591 9.15302512444842 82.6619103549846 89.6333967704652 90.0317674227784 57.0169335777742
"34" "C_P7_R5" 38.2745891728161 40.1910053385109 26.528798551759 57.6489011684385 5.14136272470664 1.00304453455151 68.5430248183057 7.08359516014558 8.44236658719749 2.10809390520553 9.01684715378193 0.564489600209063 1.12897920041813 10.2207586020154 1.14896113316889 9.16537090580773 3.24488286727355 1.49094785327809 30.1293463922255 0.509539285144464 0.187861639684258 10.4177818370361 17.2670351372413 226.134760490886 7.45837888953221 4.49729379850193 14.7442923267342 6.88826012175612 127.859770524498 30.6271400454942 14.516581248329 22.0310468356993 8.1975988225858 32.4812683041939 64.184542157988 89.6638604085833 42.2973328137587
"35" "C_P7_R6" 29.2690623732144 27.556899996828 26.3373135609166 47.6370600095654 5.02781439539879 0.788216814516597 57.2348442018974 7.56457783107381 5.07183941761669 1.50741976498824 4.10222305836644 0.471068676558826 0.317971356677208 3.18756471138139 0.0745858737884808 7.82866477182613 1.69993863616796 0.463036682333396 13.0192589649909 0.388631658161032 0.24157022724492 8.36548749903706 17.6465440487818 104.270471388428 3.56825242750735 5.59190340844723 11.9890409077109 7.73919431729097 79.4497636272183 18.4309136342421 31.4935999963748 13.7337147711464 9.26019204438862 22.1620530073456 72.4469870722885 90.176629478165 44.1984045403669
"36" "C_P8_R1" 26.2450279032546 81.9407024182539 102.740602513491 141.7400669224 21.7905965618765 9.40300654433514 67.9666451424103 5.14803120734799 5.09539285144464 24.4031417967948 42.237016776851 7.83258735841903 3.03196930003317 9.01168653065415 0.668507119972592 8.33803633685014 9.41778204953577 0.625593809619518 30.4956290255915 0.936962735079696 10.5575136351484 16.1361998173575 36.7662965014913 200.654385683891 6.17031721190211 48.1686559603645 28.9731766237311 16.3761433090654 297.28998622611 68.3838951367565 104.25544714709 82.4205894016697 13.0169344251545 38.1201206430425 182.402727808106 97.9646111149156 114.513031417604
"37" "C_P8_R3" 30.8579881091649 65.6570564094271 111.830620645424 106.432928418318 20.4607921156264 10.5367201270372 99.997084709601 8.56687233229527 6.11641622816541 4.16188576415707 9.86989264163417 1.58987925803664 0.943231119446812 6.17476042112088 1.82811804593815 8.25561300000391 6.31637504698286 1.86819984586486 53.4778422042982 2.79565924578308 7.03666342953353 17.0098871879275 41.7094887244066 263.087716138044 7.6390625999341 13.2976316778586 16.6220395973233 7.97857900671519 290.774879355842 91.3104041879627 84.6615883490334 117.628633550391 11.4692073221531 19.8767189021528 128.15751139769 213.343449549773 75.851907362452
"38" "C_P8_R4" 21.653937601805 98.4773484683942 79.8215655960764 132.826758115474 16.4794901748802 7.45773159792693 51.878575093666 4.88390453811247 3.7625246441652 48.534108743297 48.0521121222144 9.83174740351142 4.89374120384885 7.39717263375746 0.363956632246045 6.72582914980495 5.82905192983096 3.66101412912475 11.5627766928212 0.644301605732864 8.51938358975294 19.448855958186 41.3998471842354 71.5303729869428 2.83208490332918 26.1746851079909 26.7912194467231 13.6758526046034 176.496966606132 65.240542753108 76.1139665452927 81.2143869838948 8.74357789474644 46.5332298446207 93.2579544622645 110.1094944883 87.0434389137258
"39" "C_P8_R5" 21.0224609188005 42.0696217353535 74.4328220122364 108.56219189108 22.0507334637418 6.67543431615317 49.425310659013 3.74661239076811 3.90147236958653 2.64261060628844 8.80703685989892 0.944146322473565 0.944146322473565 8.31248402431753 0.704363129464405 4.38343825929935 9.05151536660515 2.20963828554687 19.8532120078702 0.784290860467459 4.15572718089419 12.2394704642774 29.2555465796783 124.676151795266 4.62296212161087 9.05151536660515 13.8334480131135 3.92801610248903 167.6522814758 49.2425207051161 31.1394899719058 109.699812021686 5.92048803853419 16.7268806835969 57.9605865547892 91.9978437597828 57.5539750669045
"40" "C_P8_R6" 22.923569461192 57.8975275369402 125.597745667639 102.992182979337 16.8821361302867 10.2898534147957 116.497862722709 10.9906438830579 6.76917015439011 1.70833907616264 4.02891527788646 0.735672029908189 0.266619393389545 3.00193687371932 0.498677013561927 9.34012591946751 5.17645532886151 1.10300243288398 54.3069560369229 4.29059727510212 8.55240445637989 20.4807580402782 66.7617773185 240.583965976824 7.33103838251316 23.8004413490046 22.1124667852454 17.3861380067196 235.022325094071 79.7849310470176 81.022779060441 50.6955027315676 8.49613863758791 14.4177750619159 144.946698622461 157.442103676122 106.679992429581
"41" "Cbis_P8_R1" 16.395017256479 46.6959229508987 58.9221263980316 73.950856130185 11.4100457933604 6.00288026479661 40.927822808657 2.96423994779859 3.17251170883673 16.5987750018068 29.0902371347685 5.51677990284738 2.06818702240196 6.28690106575583 0.397169404770399 4.41569011356016 7.17549643453526 0.354906760001421 20.4015595735029 0.644189400420282 6.23716228540372 12.9158935821635 22.9007034307037 117.477143150664 4.44249668010819 22.4648234527373 16.8348185579481 11.3152059159979 149.967875481787 39.0788575050074 63.5307415088468 56.6864218328285 6.45794679108173 29.7960041887929 110.886395335508 63.7408190874177 63.3651531295883
"42" "Cbis_P8_R3" 9.63266809341589 16.4894229189944 41.9346561650787 35.4541766873084 10.8736866821382 3.32757937146102 20.7174745856405 1.3694514255911 1.50898043876454 1.17307725890257 2.68205769766711 0.4185870395203 0.206709649145827 1.59166429842287 0.377245109691134 2.88564901082402 4.00457413747007 0.387898883983149 6.94235679731254 0.351406403547906 2.12006866101357 6.18353359462291 17.2145892559955 43.594001431834 1.70039986082239 4.00457413747007 5.88907961392658 3.06232139924182 79.6203563802874 17.3138940649441 28.3264729429869 32.0365930997606 2.82675821468476 7.24339660717106 32.7964901935801 53.3194472472314 29.6220704580507
"43" "Cbis_P8_R4" 12.841759711743 75.655347709738 66.1747466209773 75.3342061510493 13.2377611125456 4.58975985880484 38.9822288052269 3.47278231234382 3.13638744448146 34.6288834564199 34.1045032212226 7.10386809191699 3.50741119580024 5.00140016777721 0.173144417282099 4.7918811887688 7.04688410113059 2.59045797006389 8.23801064376891 0.440281518231624 8.17438555731149 12.2897658723718 31.7180469375474 60.5323778124194 3.43864600010046 20.3514012840651 20.125900992829 10.5421386152914 144.6020617552 46.1711846306076 56.3186977362357 59.5884519591603 3.26975422292459 39.292496417282 63.5613912632503 67.9914276240223 70.1869656472607
"44" "Cbis_P8_R5" 12.5986546046865 33.517048596528 47.7090500853682 53.8328711305006 11.0238227791007 4.29074968647851 29.8936271728576 2.37555477533567 1.79027316402109 3.39856801191915 6.57581104476977 0.875463250537785 0.678729935810193 4.3428879226116 0.75250492883304 3.64315745614435 6.05324623482446 2.03926837444644 8.7409085713589 0.373793297982425 5.38066331984396 14.0121440620936 29.1560625914509 60.1008874842215 3.51987695128056 11.4339095546684 13.3956097233615 7.95889782726919 104.698740431964 32.4521256478089 31.72349415658 82.3353585088623 2.8584773886671 12.0641707004572 56.4909580418234 87.5131112715706 49.0425042173278
