"Cy" "Al" "Caroten" "UCar" "Ca" "Ca.iso" "BCa" "Cb" "Cc" "Cda" "Ct" "Ec" "F" "L" "My" "O" "Pda" "Pha" "Pya" "Z"
"1" 4.85466185906905 3.08290827844329 9.72662035146037 1.25845896904659 5.11896490482887 0.698936126362618 10.7393916791426 0.0161161448969143 0.0465935183412183 0.0194225997798266 3.24100613887627 3.74682689661916 1.3169686755632 4.51527489396617 29.0773584908353 1.45133835877484 1.18834081141996 5.80126377938654 6.20097841595507 7.89856910723213
"2" 4.69732488795452 2.20819916396618 11.2996403606559 1.38288078884615 6.40001258358825 0.435365603556839 8.85738372676612 0.0158085492156473 0.0502865506882532 0.022390231040066 2.95476578573506 4.50008172950109 2.67292332281261 3.28552314980988 27.7426676705423 1.10567461705011 3.84220717163443 6.08080406715253 5.47810490297458 6.96795513650954
"3" 4.75901098085945 3.77451338469745 8.03472956059752 1.20589754267555 4.51178143775221 2.24948463458817 11.4885466330795 0.00826859988347414 0.0498029515835355 0.0163711042913811 2.60106151581587 3.97304475598289 2.23277633159326 3.44735284060835 29.6229001738863 1.29512314560894 2.76209797083864 4.83136200250371 4.95145321862713 8.18442121452664
"4" 5.28817429182909 2.73963142586136 10.7163864125959 1.20357594194395 5.02110300637229 1.5643901406257 12.4610462204446 0.0166854037491941 0.0489930464415952 0.0142959934521931 2.79282815257711 3.53744658923846 1.70518951565501 3.19845319378474 27.5825028021187 1.51943150681874 1.45400947390557 5.73652175251806 6.11138357000934 7.28795156005837
"5" 3.73990359388342 4.10061960163182 8.1286041438863 1.0939515424403 4.49867672634706 0.490412406550093 14.506433518087 0.0167831927062072 0.133499753301236 0.0187817517402163 3.19692050135505 4.80530565868989 4.07215909483437 4.67477429316104 23.468997686887 1.17888566840616 1.68307145554816 5.68762078081793 7.11532967069672 7.38926895902999
"6" 7.06750574173482 2.80428671722933 11.9462348026009 1.38065457150946 5.35105442977869 1.80505571417695 3.86986783747309 0.0080038203361724 0.0362829736144212 0.017442429204635 2.75056474946631 3.23360509832964 1.67912664078006 3.97005341768673 31.8410102931384 1.18188329078631 2.22090315601076 5.54308060425826 4.95573431506533 8.33764939681977
"7" 4.7220412698074 3.55353973665349 9.62701329497942 1.07728362542758 4.42007373265083 0.995878783964251 6.66471231886527 0.0175987020963518 0.0597130417940164 0.0131295818584608 3.07474701424123 3.92690439885249 2.62450545461233 4.90762540472566 31.4731403623183 1.3241611229214 1.73807622254729 5.75098750107558 5.59762783438024 8.43124059622837
"8" 3.862119467197 6.71869398192734 7.59767532563787 0.991933166623131 3.76665717836454 7.70566024826724 5.36192765105119 0.0207416338048508 0.0535948870236799 0.013346651533259 2.61870355988506 4.14667829389185 2.97148917383538 6.22272739861577 24.5801038689212 1.05806204439801 3.36643133121701 5.89690320434658 5.30947223379864 7.73707869966042
"9" 7.65530704437646 2.1394165416642 11.5105180590206 1.56515210153329 4.49974712005895 1.31711965547619 4.76093116528136 0.0114782827633621 0.0553082619821401 0.0242081257008002 2.39839854407619 3.34456659387701 1.31877315418759 3.11904411600518 36.7022537766025 1.27801988146783 1.86584612987477 3.50086593440421 4.3472291273371 8.58581638431029
"10" 3.65845554992617 5.23085064855723 7.88039909818718 1.13714144533853 4.86953670213371 0.376221905414479 5.18033888900709 0.0264800281735682 0.516236432521772 0.0108857005263794 2.38455115204322 4.06160894707989 6.78311734860802 7.732561828302 25.4306177775707 0.875254324593898 1.24795450443842 6.35750407921459 6.92261555292255 9.31766808544055
"11" 4.14175905141798 4.15004652394727 6.96729582940159 0.831521161446629 3.50706055151319 5.46523016529547 9.86474275797241 0.0106695215401154 0.12067359326821 0.0590369565130837 2.02588792061542 2.44728267847301 2.19629235325382 4.2785543398072 32.837526593856 1.07341822659474 1.57544336306701 4.57136844693214 5.68192688319249 8.19426308189224
"12" 3.94047864272298 3.43781980081321 8.52857743998773 0.970413029113575 5.27696708743728 1.25025965269029 8.06290422565906 0.0176961985256046 1.00688918958345 0.0594104375618408 1.85807766039576 2.71913668802538 7.6320534356378 3.72367790241255 31.9784944710217 1.09829691667118 1.28507729945231 5.24311538176541 4.21505354220356 7.69560099831928
"13" 3.05526495399986 6.51516867681187 6.42232230760801 0.845382862454613 4.01427050353591 10.3683860483853 9.59987115445961 0.0294066551583261 0.312212338012229 0.0529881475386844 1.70983451128038 3.17661961786216 3.88852727351743 5.05958465048024 25.6475176692057 0.947083056434115 2.14995481346494 4.71252721739286 4.38677648807999 7.10630105431772
"14" 6.45049933776222 4.41549832051118 6.58085267486739 1.08557831636877 3.6188422920458 0.974015523739035 14.389467664637 0.0191290308488509 0.194716510166948 0.0770649645156159 2.51268688957266 3.58466895739554 3.68036658544014 5.51327414605263 29.8595024547275 1.52468864658535 1.62527965678681 4.70914362094639 0 9.18472440703017
"15" 2.93858968559642 6.5911208107332 6.53843227013933 0.915685284572288 4.7153411762448 0.91331393121799 11.5472833452011 0.0334129282112155 0.40078885241204 0.064441139746217 2.38440821626249 4.3172160674486 6.4560308150803 6.99003321193301 22.6292125771528 1.20580339453578 1.36291846888947 5.66850181379028 5.82337891252772 8.50408709830501
"16" 4.14552483924077 4.51746850387172 2.50429916290361 0.89139126068154 4.53026525896524 11.1553339964809 13.752484363979 0.0116799609395208 0.322950761537194 0.0183808436257718 2.96509782273703 1.91296745638347 4.77040349823199 3.66331552039881 23.9861053070077 1.13344006253762 2.85467311903209 5.59802193815763 5.4151320168826 5.85106430640572
"17" 4.26415205140075 3.8236603236942 3.2524107624841 0.730084010025753 9.18225615899203 1.60924571647149 10.8516366078438 0.0172716029644061 1.96627099596246 0.0360505788035448 2.18035258587352 1.86693137021005 13.8397428473444 2.92776062325582 20.6378663037449 1.25227969177299 0.972391155984488 7.66075119410388 8.50630872104692 4.42257669802041
"18" 3.1330682713964 5.71643547141284 2.21464293605752 0.696060083872033 5.14887921637201 15.8991323497267 11.7075859027365 0.0406058796759838 0.392272859158205 0.0227206338096017 2.05959807425904 2.15876187692634 6.65621088605787 3.26173082780615 19.0390927289056 0.896135325371483 3.78550777063692 6.03153741907249 6.86446401503964 4.27555747170672
"19" 4.60562204921039 3.44451133963248 2.98571384744419 0.967524962954545 6.47562232221973 2.05268253845153 15.9290606209525 0.0156055928331837 1.24824964625242 0.0185386250200465 2.86277164671677 2.00172642344185 10.1809854258488 2.99136673672972 21.8427945750561 1.56151180730006 1.47498141464861 5.80577790872324 8.07578476672854 5.4591677498353
"20" 4.27650811453885 4.96761978657734 3.23919131698733 0.796368856600354 7.40035369466351 1.80107633179295 10.6508928637962 0.0273413136384377 1.11799840179455 0.0315415003575317 2.48811458981084 2.5301742799372 10.5493563301373 4.05932882040072 21.9948468799973 1.00945133444748 1.30160182591653 7.0668890096372 9.54508005672122 5.14626469224715
"21" 3.54026605145532 3.54821792307186 2.29115203780168 1.03692213276986 5.74275431866957 12.3829806095271 9.20435237070017 0.0130221248353467 1.44242236842867 0.0298564933321931 1.01099907945061 1.40680773611349 8.90009149084457 3.41860265647563 21.9738381651425 1.05717451817552 3.97173637986515 7.6943743108189 6.58727009343489 4.74715913908701
"22" 4.08083874466561 2.46780224195873 2.61069633540409 0.903702229449675 8.993038875453 2.54411346514744 6.16873420260629 0.0289582799941577 3.47854708311152 0.0499443824268418 0.531359532027381 1.24953781413477 18.3029437845283 1.92036723758056 21.0675582240455 0.994941396846036 2.71647334221454 7.15486421282738 11.4596580338231 3.27592058175507
"23" 3.3144832580198 3.86597299330291 2.67226714751665 0.931518647106527 7.67745355091309 10.1833077987034 7.42134804162866 0.313847545539261 1.62573180873414 0.04401488522227 0.6206712157827 1.76961642606001 10.7080931511575 2.84573828456719 22.1346573764837 0.760910836281156 3.5556670267185 7.22791330021466 8.3004423705691 4.02634433547876
"24" 5.21892290104466 2.4781959681164 2.91930353923739 1.13889479402588 7.88277747444294 2.45516477656499 12.1450630718836 0.0709073465251744 2.35289217458538 0.0287379524859983 1.0328260514063 1.82827255037997 14.3233259914212 2.20447018071104 16.658169347812 1.17799847794093 3.6740300711421 7.51506150915429 10.9552896666782 3.93969615444146
"25" 3.17816201500502 2.73656040327956 3.51790317730552 1.08036023642987 10.0901415810546 1.01918983096867 7.20667972664899 0.0621381553374314 2.27704003741912 0.046822002696309 0.669612029180859 1.89298172350529 16.4369556478277 2.47241364620625 21.6283364691632 0.723762114380889 2.08472897301403 8.31184148980917 10.1980248463457 4.36634589442193
"26" 4.0106588766042 4.66150975740796 2.01709427652446 0.600710020284531 7.25401958822704 10.6051643800754 6.64761520268697 0.0219818113206262 0.0688477773965021 0.0302221531144039 1.26549577606608 1.14546361947277 18.0009790680938 2.99954536795409 20.3440460203028 0.57668161947315 2.81859824191711 8.74312755623803 4.48786516188744 3.70037372495271
"27" 4.35067413800963 4.32620393904747 2.56312532936034 0.66413076685918 9.01425882349697 1.81360452290262 4.19912533545382 0.0462091116288901 0.0574319453723164 0.0574574865821151 1.50130969128026 1.70525580096177 19.5068182272538 2.18882534429645 22.8517107526335 0.902656605660716 1.34226071879164 6.88707583094284 12.2241601175667 3.79770551189897
"28" 2.71126625819858 6.0651302378338 2.08035975053872 0.565611374780647 6.12066458599332 13.9985872952581 6.85652745660796 0.175207413979581 0.0261175498739431 0.0395834287805084 1.76227676274631 1.61618748822954 8.75278740525723 2.79299831761518 20.8621782284796 0.507180447633886 4.07253930003656 8.94361571772735 8.36068362183977 3.69049735858943
"29" 4.53860935786027 4.49248550809223 2.51741995277141 0.768984005889661 7.46534272913499 2.06477812994808 9.22526567409058 0.116233993125871 0.0515632262706361 0.0346275412031713 2.73697596833096 2.03540098053991 17.5400145610727 3.38960055227679 21.7642710087982 0.900520743739208 1.62477755753098 6.0669885392912 7.3287838765227 5.33735609351047
"30" 4.3064313041751 4.6553652551117 3.66964319401258 0.878370802851264 9.15394668641035 1.12020229698975 7.77273264351851 0.0354220890556706 0.0513625844317501 0.0458798450601962 2.35487029526315 2.79372607776993 13.4614242431339 3.57622398303729 18.0066014584509 1.01640050044218 1.22899293665093 8.63153178764145 12.3470918286792 4.89378018731418
"31" 4.00340288774449 4.00001959075591 2.15209599622975 1.22105861191496 5.70016465811372 7.36513740098359 7.94899331249539 0.0235242182638429 1.39601649166283 0.0300203129782363 0.991057485446498 1.47232885453674 11.8535043652134 3.13159428486812 19.0685144438272 1.06842628542559 5.01701117501022 11.4006633869408 7.2827581572729 4.87370808031576
"32" 3.60236441771891 3.46721358164164 2.26237567278136 0.687496798074709 8.54254482149011 1.56235044433345 2.47005256018972 0.112480716621021 3.39059593311803 0.081851379989083 0.48236261832485 1.11549753189307 20.2811750271846 1.5868169339346 21.2455091599628 0.668915803532149 2.20922799932137 7.17364264147457 16.0994316272385 2.9580943311755
"33" 3.89940627375499 5.37645242331937 2.65712559085697 1.05935331095918 7.32817658973219 9.18160966749001 6.50847379886094 0.283386126926641 0.943983729277467 0.0941935585456147 0.966542711149481 2.15105510248092 9.44356272980195 2.88744088296838 20.8073864926894 0.735922432834474 6.64619110557192 7.2067132470057 7.23874308365906 4.58428114211538
